,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
976,2956807,AM,2,110018,233,233,131,B,ADLD,282007,2017-10-16,2017-10-15,2018-03-08,4092,2018-03-27,15.280927287713169
977,2835275,AF,6,160059,233,233,131,B,ADLD,147001,2017-02-14,2017-02-10,2018-02-03,4673,2018-02-06,12.615892321429897
978,3060283,AJ,23,400001,233,233,131,A,ADLD,401101,2017-05-02,2017-05-02,2018-04-06,4398,2018-04-10,11.616558599133576
979,2861236,C,6,160059,233,233,131,C,ADLD,143001,2017-11-26,2017-11-26,2018-02-11,4549,2018-02-15,12.795005182478263
980,2960157,C,12,302006,233,233,228,B,ADLD,342001,2017-07-13,2017-01-16,2018-03-09,4453,2018-03-21,12.281052163353088
981,2848169,AJ,2,110018,233,233,228,A,ADLD,122018,2017-05-11,2017-02-25,2018-02-07,4388,2018-02-12,13.326899458497195
982,3015335,C,2,110018,233,233,131,A,ADLD,110045,2017-09-09,2017-09-05,2018-03-24,4550,2018-03-27,11.113696721569468
983,3066507,AJ,27,110034,233,233,131,B,ADLD,243001,2017-09-19,2017-09-18,2018-04-08,4388,2018-04-12,12.430824722131476
984,3075903,AI,27,110034,233,233,131,B,ADLD,313001,2017-11-21,2017-11-21,2018-04-11,4388,2018-04-15,12.972054974492252
985,2854832,AE,2,110018,233,233,131,A,ADLD,121004,2017-04-08,2017-03-25,2018-02-09,4093,2018-02-15,14.955130009383211
986,3004707,C,2,110018,233,233,131,A,ADLD,110095,2017-12-16,2017-12-10,2018-03-21,4550,2018-03-24,11.236252885389419
987,3063491,AN,22,400104,233,233,131,B,ADLD,395010,2017-09-13,2017-04-18,2018-04-07,4581,2018-04-12,10.763179093702746
988,2818646,S,7,500004,233,233,228,A,ADLD,500069,2017-05-11,2017-03-08,2018-01-30,4479,2018-02-01,13.68707589739985
989,2844244,AN,21,110015,233,233,131,C,ADLD,141120,2018-01-18,2018-01-18,2018-02-06,4580,2018-02-10,13.242904840420834
990,2861099,AJ,1,400059,0,233,131,A,ADLD,400602,2017-05-13,2017-05-13,2018-02-11,4398,2018-02-16,13.899657241787523
991,2907267,AJ,3,560011,233,233,228,B,ADLD,570026,2018-02-03,2016-03-22,2018-02-26,4460,2018-02-27,12.918471915664178
992,2896030,AN,21,110015,233,233,131,C,ADLD,127306,2017-07-17,2017-07-15,2018-02-22,4580,2018-02-26,12.519887971814512
993,2876891,C,2,110018,233,233,131,A,ADLD,201301,2017-05-14,2017-05-14,2018-02-16,4091,2018-02-22,15.454680434498954
994,2919184,AN,7,500004,233,233,131,A,ADLD,500085,2016-08-09,2016-08-04,2018-02-27,4403,2018-03-03,13.337866740154347
995,2924638,AI,12,302006,233,233,131,B,ADLD,342008,2017-10-18,2017-10-17,2018-02-28,4407,2018-03-08,13.37029473866064
996,2937374,AJ,4,600024,233,233,131,A,ADLD,600097,2017-04-18,2017-04-14,2018-03-03,4482,2018-03-10,12.931684251521304
997,2916425,C,12,302006,233,233,228,A,ADLD,302039,2018-02-02,2018-01-16,2018-02-27,4453,2018-03-12,12.41283544932108
998,2971365,AJ,23,400001,233,233,131,A,ADLD,421501,2018-01-18,2018-01-14,2018-03-12,4398,2018-03-17,12.827218519680578
999,2953018,AD,1,400059,233,233,131,B,ADLD,452016,2018-01-09,2018-01-08,2018-03-07,4011,2018-03-15,14.926076082192374
1000,2990694,C,1,400059,308,233,131,A,ADLD,400102,2017-03-27,2017-03-26,2018-03-17,4545,2018-03-20,11.796392932083869
1001,2993951,C,12,302006,233,233,131,A,ADLD,302018,2017-06-17,2017-06-12,2018-03-18,4453,2018-03-20,12.012336696655844
1002,3003440,AN,22,400104,233,233,131,B,ADLD,462042,2017-11-16,2017-11-13,2018-03-21,4581,2018-03-26,12.07467866318153
1003,3017805,AN,7,500004,233,233,131,C,ADLD,502103,2017-06-05,2017-06-01,2018-03-25,4403,2018-03-30,12.223641820699903
1004,2972914,AI,8,700064,201,233,131,D,ADLD,735134,2017-10-30,2017-10-29,2018-03-12,4499,2018-03-22,12.908067257899958
1005,3011495,AN,26,560066,233,233,131,A,ADLD,560049,2016-05-16,2016-05-14,2018-03-23,5001,2018-03-31,9.873990206753241
1006,3019136,AN,22,400104,233,233,131,A,ADLD,380024,2017-06-13,2017-06-12,2018-03-26,4581,2018-04-02,11.133743049557012
1007,3019136,AN,22,400104,0,233,131,A,ADLD,380024,2017-06-13,2017-06-12,2018-03-26,4581,2018-04-02,11.133743049557012
1008,3033803,C,1,400059,233,233,228,A,ADLD,400066,2017-10-30,2016-08-14,2018-03-29,4545,2018-04-02,10.810530815307182
1009,3052386,AN,22,400104,233,233,131,B,ADLD,431005,2017-10-28,2017-10-26,2018-04-04,4581,2018-04-06,11.224563604811749
1010,3048310,AN,7,500004,233,233,131,A,ADLD,500019,2017-04-20,2017-03-29,2018-04-02,4403,2018-04-09,11.853879390174491
1011,3046716,C,3,560011,233,245,131,A,ADLD,560102,2018-02-21,2018-02-14,2018-04-02,4461,2018-04-08,11.541901171456736
1012,2956653,Y,2,110018,233,233,131,A,ADLD,110052,2017-06-17,2017-06-13,2018-03-08,4147,2018-03-10,13.45983041903645
1013,2863442,AJ,6,160059,233,233,131,C,ADLD,132039,2018-01-20,2018-01-20,2018-02-12,4437,2018-02-16,13.132661619099672
1014,2881009,AJ,6,160059,233,233,131,C,ADLD,141003,2017-11-22,2017-11-21,2018-02-17,4437,2018-02-21,13.013986039022605
1015,2973297,AN,21,110015,233,233,131,C,ADLD,141003,2017-10-09,2017-10-06,2018-03-13,4580,2018-03-19,11.759283134229008
1016,3052198,AJ,7,500004,233,233,228,A,ADLD,500081,2017-08-15,2017-04-21,2018-04-03,4474,2018-04-08,11.024929285312979
1017,2996540,AN,21,110015,233,233,131,B,ADLD,134118,2017-05-05,2017-05-03,2018-03-19,4580,2018-03-23,11.428421427800771
1018,3058991,C,2,110018,233,233,131,A,ADLD,201007,2018-03-07,2017-03-17,2018-04-05,4550,2018-04-09,11.455753033131074
1019,3052936,C,2,110018,233,233,131,A,ADLD,201310,2018-03-10,2018-02-24,2018-04-04,4091,2018-04-08,13.432391949280458
1020,2909943,AI,7,500004,233,233,131,C,ADLD,530027,2018-01-27,2018-01-27,2018-02-26,4474,2018-03-17,13.427143014694934
1021,3068257,S,3,560011,308,245,131,A,ADLD,560032,2017-12-17,2017-12-17,2018-04-09,4400,2018-04-10,11.54686598333884
1022,2931655,AN,21,110015,233,233,131,A,ADLD,110024,2017-04-29,2017-04-28,2018-03-03,4580,2018-03-10,11.95036391725094
1023,2988250,AN,17,800001,233,233,131,B,ADLD,846003,2018-02-18,2017-12-13,2018-03-16,4538,2018-03-29,12.801968037455453
1024,2839774,AN,22,400104,233,233,131,A,ADLD,400614,2017-04-17,2017-04-14,2018-02-05,4581,2018-02-08,13.385168715146861
1025,2860447,AD,7,500004,233,233,228,A,ADLD,500016,2017-05-10,2018-02-10,2018-02-10,4474,2018-02-13,13.227126017717254
1026,2972334,AN,22,400104,308,233,131,A,ADLD,400614,2017-04-05,2017-04-03,2018-03-12,4581,2018-03-22,11.862344291399353
1027,3068855,J,2,110018,233,233,131,A,ADLD,700015,2018-01-18,2017-12-29,2018-04-09,5138,2018-04-09,13.530706998725137
1028,3080470,AN,8,700064,233,233,131,B,ADLD,734001,2017-12-04,2017-11-25,2018-04-13,4508,2018-04-17,11.624638189717572
1029,2962013,AJ,2,110018,233,233,228,A,ADLD,110032,2017-04-20,2017-02-05,2018-03-10,4388,2018-03-23,11.90792452638106
1030,2824543,U,4,600024,233,233,131,A,ADLD,600078,2017-07-16,2017-07-16,2018-01-31,4399,2018-02-02,14.572034581555954
1031,2842502,AN,3,560011,233,233,131,B,ADLD,570023,2017-06-06,2017-03-08,2018-02-05,4467,2018-02-14,14.123711261201585
1032,2875165,AN,22,400104,233,233,131,B,ADLD,410210,2017-04-04,2017-04-03,2018-02-15,4581,2018-02-20,13.067595440591717
1033,2875230,AJ,8,700064,233,233,131,A,ADLD,700039,2017-01-09,2017-01-09,2018-02-15,4499,2018-02-18,13.70477684789229
1034,2907657,AN,21,110015,233,233,131,A,ADLD,110005,2017-10-03,2017-10-01,2018-02-26,4580,2018-02-27,12.22587223818445
1035,2858782,AJ,9,411016,233,233,131,C,ADLD,431131,2018-01-10,2018-01-06,2018-02-10,4021,2018-02-16,15.686163724017696
1036,2847675,C,1,400059,233,233,131,A,ADLD,400024,2017-08-25,2017-08-25,2018-02-07,4010,2018-02-15,15.65821926391714
1037,2843329,C,2,110018,233,233,131,A,ADLD,201013,2017-05-22,2017-05-16,2018-02-06,4550,2018-02-21,13.93329329358886
1038,2866898,AJ,7,500004,233,233,228,A,ADLD,500085,2017-05-10,2016-11-30,2018-02-13,4474,2018-03-04,13.153658035225817
1039,2973417,AN,21,110015,233,233,131,B,ADLD,125055,2017-10-01,2017-09-28,2018-03-13,4580,2018-03-16,11.610005182588012
1040,2901200,AN,21,110015,233,233,131,B,ADLD,144001,2017-04-07,2017-04-03,2018-02-23,4580,2018-03-09,12.615322963875862
1041,2979383,AN,26,560066,233,233,131,B,ADLD,570018,2017-06-26,2017-06-08,2018-03-14,5001,2018-03-23,10.335337886068778
1042,3001198,AJ,10,226010,233,233,228,A,ADLD,226022,2017-12-29,2017-12-10,2018-03-20,4425,2018-03-22,11.455714102609974
1043,3041610,AN,26,560066,233,233,131,A,ADLD,560103,2016-07-25,2016-07-01,2018-03-31,5001,2018-04-03,9.528535521684283
1044,3017184,AJ,23,400001,233,233,131,A,ADLD,400101,2017-05-20,2017-02-21,2018-03-25,4398,2018-03-30,12.102397976256405
1045,3062178,C,7,500004,233,233,228,A,ADLD,500034,2017-05-18,2017-04-10,2018-04-06,4477,2018-04-09,10.8973988348678
1046,3048863,AJ,27,110034,233,233,228,A,ADLD,121002,2018-02-21,2017-06-01,2018-04-03,4388,2018-04-06,11.01181469445956
1047,3050263,AI,8,700064,201,233,131,D,ADLD,741201,2018-03-20,2018-03-20,2018-04-03,4499,2018-04-05,12.075760918191328
1048,2969990,AE,1,400059,233,245,131,B,ADLD,390003,2016-04-20,2016-04-20,2018-03-11,4015,2018-03-16,13.970686038171038
1049,3010063,AN,21,110015,308,245,131,A,ADLD,110088,2016-05-27,2016-04-28,2018-03-23,4580,2018-03-27,10.881496570607233
1050,3046845,AN,21,110015,233,245,131,A,ADLD,110059,2017-07-19,2017-03-22,2018-04-02,4580,2018-04-06,10.458682909830962
1051,3048458,AE,2,110018,233,233,228,A,ADLD,122002,2018-03-08,2017-01-05,2018-04-02,4093,2018-04-09,12.249745984389492
1052,2849149,AN,7,500004,233,233,131,C,ADLD,533126,2018-01-06,2018-01-04,2018-02-07,4403,2018-02-11,14.448833078365922
1053,2968942,AN,21,110015,233,233,131,A,ADLD,110064,2016-10-21,2016-10-19,2018-03-10,4580,2018-03-15,11.522388807052039
1054,2971826,AN,22,400104,233,233,131,A,ADLD,411057,2017-05-04,2017-05-03,2018-03-12,4581,2018-03-28,11.965026951278617
1055,2885724,AJ,3,560011,233,233,228,A,ADLD,560032,2017-12-25,2017-09-03,2018-02-19,4460,2018-02-21,13.073270969193992
1056,2957326,AN,22,400104,233,233,131,B,ADLD,360003,2017-06-19,2017-06-16,2018-03-08,4581,2018-03-20,11.658132920527294
1057,3023156,AN,21,110015,233,233,131,B,ADLD,208021,2017-04-11,2017-04-07,2018-03-26,4580,2018-04-06,11.80802739892357
1058,3031818,J,2,110018,233,233,131,A,ADLD,400057,2017-07-01,2017-07-01,2018-03-28,5138,2018-04-03,11.174414589543616
1059,2896521,AN,21,110015,233,233,131,A,ADLD,201308,2017-04-14,2017-04-12,2018-02-22,4580,2018-02-24,13.200531155740308
1060,2912723,AN,8,700064,233,233,131,A,ADLD,700075,2018-01-03,2017-12-30,2018-02-27,4508,2018-03-03,13.237059520868726
1061,3058913,AN,21,110015,233,233,131,A,ADLD,201308,2017-07-21,2017-07-20,2018-04-05,4580,2018-04-10,11.335002309774666
1062,2818736,AJ,2,110018,233,233,131,A,ADLD,201304,2018-01-11,2018-01-08,2018-01-30,4388,2018-02-01,14.890607134194084
1063,2865098,C,2,110018,233,233,131,A,ADLD,201301,2017-11-25,2017-11-25,2018-02-12,4094,2018-02-15,15.577709996520696
1064,2949049,AN,2,110018,233,233,228,A,ADLD,122015,2017-06-04,2018-03-07,2018-03-07,4388,2018-03-17,12.167981112890125
1065,2970789,C,2,110018,308,233,131,A,ADLD,122101,2017-11-30,2017-11-30,2018-03-12,4550,2018-03-18,11.737238393453879
1066,2971445,AN,22,400104,233,233,131,A,ADLD,401202,2017-10-09,2017-09-30,2018-03-12,4581,2018-03-27,11.878009982507024
1067,3036266,AJ,27,110034,233,233,228,A,ADLD,302019,2017-08-10,2018-03-30,2018-03-29,4388,2018-03-30,12.835251790660735
1068,2991519,C,1,400059,308,233,131,A,ADLD,400080,2017-05-20,2017-05-12,2018-03-17,4545,2018-03-20,11.786711462004199
1069,2908113,C,2,110018,233,233,228,A,ADLD,201307,2018-01-26,2017-12-11,2018-02-26,4091,2018-03-31,14.605763446640566
1070,2947992,AI,6,160059,233,233,131,C,ADLD,141008,2018-02-13,2018-02-13,2018-03-06,4437,2018-03-15,12.244544264235017
1071,3032231,AI,8,700064,233,233,131,A,ADLD,700135,2017-11-30,2017-11-30,2018-03-28,4499,2018-04-03,11.902069088990316
1072,3056386,C,5,380009,233,233,228,A,ADLD,380058,2018-02-15,2018-04-08,2018-04-05,4011,2018-04-07,12.740735437014685
1073,3040022,C,5,380009,233,233,228,B,ADLD,395006,2017-07-18,2016-05-20,2018-03-30,4546,2018-04-16,10.84777332353189
1074,3001209,AJ,25,560037,233,245,131,A,ADLD,560094,2016-05-11,2016-05-01,2018-03-20,4460,2018-03-24,12.068544430910165
1075,2972736,AA,3,560011,308,245,131,A,ADLD,560072,2017-05-23,2017-05-22,2018-03-12,4400,2018-03-24,12.644564274385125
1076,2861610,C,8,700064,233,233,131,C,ADLD,751006,2017-11-29,2017-11-26,2018-02-11,4500,2018-02-17,14.32975260373837
1077,2970451,AA,24,110092,233,233,228,A,ADLD,122051,2017-07-05,2016-07-18,2018-03-11,4150,2018-03-13,12.909262552639092
1078,3040775,AN,21,110015,233,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11.97644793300313
1079,3040775,AN,21,110015,0,233,131,B,ADLD,248007,2017-12-28,2017-06-22,2018-03-31,4580,2018-04-04,11.97644793300313
1080,3046439,AN,21,110015,233,233,131,C,ADLD,143505,2017-04-11,2017-04-09,2018-04-02,4580,2018-04-07,10.942244734270545
1081,2906541,Q,6,160059,233,233,131,B,ADLD,134102,2018-01-03,2018-01-03,2018-02-25,4439,2018-03-27,12.64838287436276
1082,2853022,AN,8,700064,233,233,228,A,ADLD,700055,2018-01-11,2017-08-27,2018-02-08,4508,2018-02-11,13.432407787900175
1083,3036610,AI,23,400001,233,233,131,B,ADLD,390002,2017-12-02,2017-12-02,2018-03-29,4398,2018-04-13,11.78557908525304
1084,2833408,C,17,800001,201,233,131,D,ADLD,821109,2018-01-13,2018-01-06,2018-02-03,4409,2018-02-12,14.885087651603143
1085,2947913,AN,21,110015,233,233,131,A,ADLD,121005,2017-07-31,2017-07-26,2018-03-06,4580,2018-03-09,11.865431246046839
1086,3035769,AN,22,400104,233,233,131,A,ADLD,421204,2017-11-18,2016-11-14,2018-03-29,4581,2018-04-01,11.324563547720757
1087,2876093,AN,22,400104,233,233,131,A,ADLD,380051,2016-10-13,2016-10-13,2018-02-16,4581,2018-02-24,12.77724460568497
1088,2875113,AN,22,400104,233,233,228,A,ADLD,421301,2018-01-15,2018-01-14,2018-02-15,4581,2018-02-16,12.680748965584499
1089,2905975,AN,3,560011,233,233,228,A,ADLD,560029,2017-08-21,2017-07-17,2018-02-24,4467,2018-02-27,12.811562298635856
1090,3008986,C,4,600024,233,233,131,A,ADLD,603112,2017-12-02,2017-12-02,2018-03-22,4483,2018-03-24,12.132830954578296
1091,2932995,AN,21,110015,233,245,131,A,ADLD,110084,2017-09-28,2017-09-23,2018-03-03,4580,2018-03-07,11.76680220821543
1092,2831032,AN,4,600024,233,233,131,A,ADLD,600011,2016-10-14,2016-10-13,2018-02-02,4490,2018-02-11,14.119333760853635
1093,2852989,AN,22,400104,233,233,131,B,ADLD,452001,2017-03-18,2017-02-08,2018-02-08,4581,2018-02-15,13.70991277813323
1094,2920993,AN,22,400104,233,233,131,B,ADLD,440010,2017-02-17,2017-02-15,2018-02-27,4581,2018-03-08,12.817492801316945
1095,3040035,AN,21,110015,308,233,131,A,ADLD,122001,2017-05-03,2017-04-26,2018-03-30,4580,2018-04-03,10.816387741786073
1096,2843184,AN,21,110015,233,233,131,A,ADLD,201301,2017-03-03,2017-03-02,2018-02-06,4580,2018-02-10,13.813191693575007
1097,2865553,AN,22,400104,233,233,131,A,ADLD,400088,2017-06-28,2017-06-27,2018-02-13,4581,2018-02-16,13.084146350060607
1098,2902539,AN,22,400104,233,233,131,B,ADLD,396191,2017-10-20,2017-10-18,2018-02-23,4581,2018-02-27,12.62311791055621
1099,2898724,AN,2,110018,233,233,131,A,ADLD,110092,2017-12-23,2017-12-22,2018-02-22,4147,2018-02-26,14.125678862937903
1100,2885519,AJ,1,400059,233,233,131,A,ADLD,400059,2017-05-10,2017-05-10,2018-02-19,4398,2018-02-24,13.614089158368003
1101,2885544,C,2,110018,233,233,228,A,ADLD,122003,2017-05-28,2016-11-24,2018-02-19,4094,2018-02-23,14.117132005435508
1102,2897295,AN,22,400104,233,233,131,A,ADLD,400064,2017-03-24,2017-03-23,2018-02-22,4581,2018-03-07,12.719277633503737
1103,2949791,AJ,2,110018,233,233,228,A,ADLD,110029,2017-06-01,2017-05-28,2018-03-07,4388,2018-03-13,12.048300749080354
1104,2908160,AN,21,110015,233,233,131,B,ADLD,180001,2017-08-07,2017-08-02,2018-02-26,4580,2018-03-09,12.869226511610094
1105,2884689,AN,21,110015,233,233,131,B,ADLD,282006,2017-12-18,2017-08-08,2018-02-19,4580,2018-03-19,14.084836375403512
1106,2995093,AN,22,400104,308,233,228,A,ADLD,400078,2018-02-27,2018-02-14,2018-03-19,4581,2018-03-22,11.105622232101659
1107,2938358,J,2,110018,233,233,131,A,ADLD,201301,2018-02-26,2018-02-20,2018-03-04,4154,2018-03-08,14.4871886398764
1108,2957114,AJ,2,110018,233,233,228,A,ADLD,110058,2018-02-13,2017-10-24,2018-03-08,4388,2018-03-27,11.964444439960857
1109,2970736,L,2,110018,233,233,131,B,ADLD,160030,2017-09-29,2017-09-24,2018-03-12,4442,2018-03-15,12.537658817863012
1110,3030083,C,11,641012,233,233,131,A,ADLD,641022,2017-12-14,2017-12-07,2018-03-28,4492,2018-03-31,11.878110787299441
1111,3053123,C,2,110018,233,233,131,A,ADLD,201014,2018-01-19,2016-08-26,2018-04-04,4091,2018-04-07,13.427498667736117
1112,3085831,AN,21,110015,233,233,131,A,ADLD,110034,2018-02-07,2018-02-06,2018-04-15,4580,2018-04-18,10.179311677241728
1113,3080561,AJ,25,560037,233,233,228,A,ADLD,560066,2018-03-25,2018-01-07,2018-04-13,4460,2018-04-19,10.835128188368287
1114,3003740,AI,23,400001,233,245,131,B,ADLD,395005,2017-11-03,2017-11-02,2018-03-21,4398,2018-03-29,12.040856098912364
1115,2930612,AJ,6,160059,233,233,131,C,ADLD,141013,2018-01-18,2017-10-16,2018-03-02,4437,2018-03-10,12.444248814587844
1116,3006065,AN,21,110015,233,233,131,A,ADLD,110093,2017-06-05,2017-05-30,2018-03-22,4580,2018-04-01,11.096195685714108
1117,3058134,C,2,110018,233,233,228,A,ADLD,110017,2018-03-17,2017-08-31,2018-04-05,4091,2018-04-15,12.035740251428749
1118,2987334,S,4,600024,233,233,131,A,ADLD,600043,2017-12-11,2017-10-17,2018-03-16,4485,2018-03-20,12.344806140730014
1119,2999954,C,8,700064,233,233,131,A,ADLD,700027,2017-11-14,2017-11-11,2018-03-20,4511,2018-03-22,12.222074793862546
1120,2884838,AN,7,500004,233,233,131,A,ADLD,500081,2018-01-20,2017-06-07,2018-02-19,4403,2018-02-23,13.732390052541199
1121,3070143,C,7,500004,233,233,228,A,ADLD,500081,2018-02-02,2018-01-31,2018-04-10,4477,2018-04-14,10.806334279490706
1122,3022397,AD,2,110018,233,233,228,A,ADLD,121001,2018-02-28,2016-10-05,2018-03-26,4148,2018-04-17,12.311666209323946
1123,3025645,AJ,27,110034,233,233,228,A,ADLD,121005,2018-03-10,2018-03-07,2018-03-27,4388,2018-04-05,11.27856654642541
1124,2825206,AA,21,110015,233,233,228,A,ADLD,110075,2017-07-23,2018-01-29,2018-01-31,4580,2018-02-05,12.68340288618262
1125,2861932,AN,22,400104,233,233,131,A,ADLD,400067,2017-11-03,2017-11-02,2018-02-12,4581,2018-02-16,13.125548968167337
1126,3060469,AJ,25,560037,233,233,131,A,ADLD,560050,2017-09-06,2017-09-06,2018-04-06,4460,2018-04-12,11.556093084672753
1127,2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-26,2018-02-15,4437,2018-02-17,13.128392481176839
1128,2872663,AJ,6,160059,233,233,131,C,ADLD,143001,2017-05-02,2016-05-03,2018-02-15,4437,2018-02-17,13.128392481176839
1129,2949697,AJ,2,110018,233,233,228,B,ADLD,132103,2018-02-08,2017-08-06,2018-03-07,4388,2018-03-08,12.254091643570675
1130,2951181,AN,21,110015,233,233,131,A,ADLD,226001,2017-05-10,2017-05-09,2018-03-07,4580,2018-03-12,12.8016065871971
1131,2865460,AE,2,110018,233,233,131,A,ADLD,110030,2017-02-28,2017-02-28,2018-02-13,4093,2018-02-26,14.731266270940196
1132,3074080,AN,21,110015,233,233,131,A,ADLD,122018,2017-04-22,2017-04-21,2018-04-11,4580,2018-04-17,10.425442821053181
1133,2866420,C,5,380009,233,233,131,A,ADLD,380004,2018-01-19,2018-01-17,2018-02-13,4546,2018-02-16,13.193254348096772
1134,2967568,C,5,380009,233,233,131,A,ADLD,380004,2017-07-10,2017-03-11,2018-03-10,4546,2018-03-13,12.031285090302461
1135,2822670,AJ,9,411016,233,233,131,A,ADLD,411023,2017-06-14,2017-06-12,2018-01-31,4021,2018-02-06,15.914532964359346
1136,2839919,AD,9,411016,233,233,228,A,ADLD,411014,2017-08-22,2017-07-26,2018-02-05,4030,2018-02-06,15.188657440592358
1137,2858197,AJ,2,110018,233,233,131,A,ADLD,110018,2017-09-11,2017-06-09,2018-02-10,4388,2018-02-17,13.590713583351274
1138,2851271,AN,21,110015,233,233,131,A,ADLD,201009,2017-05-02,2017-04-19,2018-02-08,4580,2018-02-16,13.717581788768939
1139,2883327,AN,2,110018,233,233,131,A,ADLD,110088,2017-04-10,2017-04-07,2018-02-18,4147,2018-02-24,14.302519616441302
1140,2819467,AJ,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2017-05-25,2018-01-30,4388,2018-02-07,14.882181721703262
1141,2819467,D,2,110018,233,233,131,A,ADLD,201301,2017-08-07,2016-11-25,2018-01-30,4388,2018-02-07,14.882181721703262
1142,2893006,AJ,2,110018,233,233,228,A,ADLD,110065,2018-01-22,2017-02-08,2018-02-21,4388,2018-03-04,12.700970040078992
1143,2921148,AJ,1,400059,233,233,131,A,ADLD,401208,2017-03-15,2017-03-15,2018-02-27,4398,2018-03-01,13.215445544707315
1144,2898414,AJ,1,400059,233,233,131,B,ADLD,403711,2018-01-24,2017-04-17,2018-02-22,4398,2018-02-26,13.499821928946382
1145,2953951,AN,21,110015,233,233,131,A,ADLD,110018,2017-04-20,2017-04-20,2018-03-08,4580,2018-03-17,11.694176006841161
1146,2928638,C,3,560011,233,233,131,C,ADLD,591317,2018-02-07,2017-11-19,2018-03-01,4461,2018-03-09,13.356566900332489
1147,2999209,AN,21,110015,233,233,131,B,ADLD,201206,2017-04-04,2017-03-28,2018-03-19,4580,2018-03-21,12.01992473366299
1148,3002827,AN,17,800001,233,233,131,C,ADLD,834001,2018-02-20,2018-02-15,2018-03-21,4538,2018-03-23,12.523205406184388
1149,2987302,C,2,110018,233,233,131,A,ADLD,201306,2017-12-13,2017-12-13,2018-03-16,4091,2018-03-18,14.186345938871696
1150,2980478,AJ,17,800001,233,233,228,C,ADLD,828306,2017-07-14,2016-04-13,2018-03-14,4370,2018-03-17,12.933819581023585
1151,3042399,AJ,23,400001,233,233,131,A,ADLD,411037,2017-08-23,2017-08-19,2018-03-31,4398,2018-04-03,11.914151645171103
1152,3019622,AD,3,560011,233,233,228,A,ADLD,560034,2017-06-13,2017-05-11,2018-03-26,5146,2018-04-01,8.689060891368747
1153,3017268,AJ,27,110034,308,233,131,A,ADLD,110044,2017-12-27,2017-12-16,2018-03-25,4388,2018-03-29,11.763449393858451
1154,3048526,AN,8,700064,201,233,131,D,ADLD,742202,2017-06-13,2017-05-18,2018-04-03,4508,2018-04-05,12.067659743710308
1155,3043896,AJ,27,110034,233,233,131,A,ADLD,122017,2017-07-04,2017-06-24,2018-03-31,4388,2018-04-05,11.56858776970752
1156,3061094,AN,26,560066,233,233,228,A,ADLD,560103,2018-03-11,2018-01-02,2018-04-06,5001,2018-04-09,8.814406833719545
1157,3050016,AN,22,400104,233,233,131,B,ADLD,410210,2017-09-13,2017-08-03,2018-04-03,4581,2018-04-07,11.058939938806276
1158,2978616,AN,21,110015,233,233,131,A,ADLD,201304,2018-01-10,2018-01-08,2018-03-14,4580,2018-03-28,12.257402093914848
1159,3055893,AD,2,110018,233,233,228,A,ADLD,110044,2017-07-13,2017-01-08,2018-04-05,4148,2018-04-15,11.825256830354917
1160,3065642,C,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2016-12-26,2018-04-08,4437,2018-04-11,10.985676741822346
1161,3065642,AJ,6,160059,233,233,131,B,ADLD,151001,2017-09-05,2017-06-07,2018-04-08,4437,2018-04-11,10.985676741822346
1162,3025875,K,1,400059,233,233,131,A,ADLD,641009,2017-08-10,2017-07-29,2018-03-27,4498,2018-04-13,13.821367037660167
1163,3008299,AJ,2,110018,233,245,131,A,ADLD,110092,2017-10-23,2017-10-18,2018-03-22,4388,2018-03-24,11.69833174654405
1164,2939037,AN,21,110015,233,233,131,B,ADLD,136118,2017-12-21,2017-12-12,2018-03-04,4580,2018-03-07,12.107552816259869
1165,3040038,AN,26,560066,233,233,131,A,ADLD,560067,2018-02-24,2016-07-28,2018-03-30,5001,2018-04-16,9.54626050419676
1166,3016539,AN,21,110015,233,233,131,B,ADLD,322001,2017-06-28,2017-06-28,2018-03-25,4580,2018-03-27,12.941076065555535
1167,3028370,S,24,110092,233,233,228,B,ADLD,412101,2017-12-28,2017-07-09,2018-03-27,4150,2018-03-31,14.933781121831828
1168,2847600,AJ,5,380009,233,245,131,A,ADLD,382424,2017-05-04,2017-01-03,2018-02-07,4422,2018-02-13,13.777616607657805
1169,2902293,AN,21,110015,233,233,131,A,ADLD,201310,2016-08-18,2016-08-16,2018-02-23,4580,2018-02-27,13.134242049751663
1170,2829320,AH,2,110018,233,233,228,B,ADLD,125005,2017-12-25,2017-10-01,2018-02-01,4145,2018-02-25,14.579277301284947
1171,2939295,AJ,4,600024,233,233,228,A,ADLD,600082,2017-07-09,2017-05-29,2018-03-04,4482,2018-03-08,12.419176906527014
1172,3009300,AN,22,400104,233,233,131,B,ADLD,482001,2017-05-22,2017-05-19,2018-03-22,4581,2018-03-27,12.192456922146334
1173,2870164,AN,22,400104,233,233,131,C,ADLD,413501,2018-01-18,2018-01-16,2018-02-14,4581,2018-02-16,13.155566242420903
